_id,CHOPER,CHFLTN,CHOPERD,CHSTOL,CHPTOL,CHAORD,CHLOC1,CHLOC1D,CHLOC1TH,CHLOC1T,CHLOC1CH,CHLOCCT,CHTERM,CHCINT,CHCKZN,CHRMINE,CHRMINH
68,FR,5389,RYANAIR,2024-02-12T12:45:00,2024-02-12T15:28:00,A,FMM,MEMMINGEN,ממינגן,MEMMINGEN,גרמניה,GERMANY,3,,,LANDED,נחתה
69,AA,9264,AMERICAN AIRLINES,2024-02-12T15:05:00,2024-02-12T15:35:00,A,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,,,LANDED,נחתה
70,LY,354,EL AL ISRAEL AIRLINES,2024-02-12T15:05:00,2024-02-12T15:35:00,A,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,,,LANDED,נחתה
71,IZ,816,ARKIA  ISRAELI  AIRLINES,2024-02-12T15:35:00,2024-02-12T15:41:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,,,LANDED,נחתה
72,IZ,212,ARKIA  ISRAELI  AIRLINES,2024-02-12T15:35:00,2024-02-12T15:44:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,LANDED,נחתה
73,LY,346,EL AL ISRAEL AIRLINES,2024-02-12T16:00:00,2024-02-12T15:57:00,A,GVA,GENEVA,ז'נבה,GENEVA,שוויץ,SWITZERLAND,3,,,LANDED,נחתה
74,LY,387,EL AL ISRAEL AIRLINES,2024-02-12T15:45:00,2024-02-12T15:57:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,78-99,D,DEPARTED,המריאה
75,SK,3183,SAS,2024-02-12T15:45:00,2024-02-12T15:57:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,78-99,D,DEPARTED,המריאה
76,6H,843,ISRAIR AIRLINES,2024-02-12T15:40:00,2024-02-12T16:03:00,D,RMO,CHISINAU,קישינב,CHISINAU,מולדוביה,MOLDOVA,3,66-69,C,DEPARTED,המריאה
77,LY,2372,EL AL ISRAEL AIRLINES,2024-02-12T15:35:00,2024-02-12T16:04:00,A,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3,,,LANDED,נחתה
78,SK,3154,SAS,2024-02-12T15:35:00,2024-02-12T16:04:00,A,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3,,,LANDED,נחתה
79,WZ,4312,RED WINGS AIRLINES,2024-02-12T14:15:00,2024-02-12T16:09:00,D,AER,SOCHI,סוצ'י,SOCHI,רוסיה,RUSSIAN FEDERATION,3,63-65,C,DEPARTED,המריאה
80,LY,382,EL AL ISRAEL AIRLINES,2024-02-12T16:00:00,2024-02-12T16:24:00,A,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,LANDED,נחתה
81,SK,3184,SAS,2024-02-12T16:00:00,2024-02-12T16:24:00,A,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,LANDED,נחתה
82,LY,5120,EL AL ISRAEL AIRLINES,2024-02-12T16:20:00,2024-02-12T16:27:00,A,KRK,KRAKOW,קרקוב,KRAKOW,פולין,POLAND,3,,,LANDED,נחתה
83,AM,7851,AERO MEXICO,2024-02-12T16:10:00,2024-02-12T16:29:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,78-99,D,DEPARTED,המריאה
84,LY,339,EL AL ISRAEL AIRLINES,2024-02-12T16:10:00,2024-02-12T16:29:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,78-99,D,DEPARTED,המריאה
85,SK,3151,SAS,2024-02-12T16:10:00,2024-02-12T16:29:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,78-99,D,DEPARTED,המריאה
86,EK,2346,EMIRATES,2024-02-12T14:20:00,2024-02-12T16:33:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,49-55,B,DEPARTED,המריאה
87,FZ,1126,FLYDUBAI,2024-02-12T14:20:00,2024-02-12T16:33:00,D,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,49-55,B,DEPARTED,המריאה
88,U8,109,TUS AIRWAYS,2024-02-12T16:20:00,2024-02-12T16:35:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,36-39,B,DEPARTED,המריאה
89,LX,252,SWISS INT`L  AIRLINES,2024-02-12T16:10:00,2024-02-12T16:38:00,A,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,,,LANDED,נחתה
90,IB,2393,IBERIA,2024-02-12T16:40:00,2024-02-12T16:40:00,A,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,,,LANDED,נחתה
91,LY,394,EL AL ISRAEL AIRLINES,2024-02-12T16:40:00,2024-02-12T16:40:00,A,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,,,LANDED,נחתה
92,FR,5390,RYANAIR,2024-02-12T13:35:00,2024-02-12T16:42:00,D,FMM,MEMMINGEN,ממינגן,MEMMINGEN,גרמניה,GERMANY,3,60-62,C,DEPARTED,המריאה
93,LH,680,LUFTHANSA,2024-02-12T16:05:00,2024-02-12T16:43:00,A,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,,,LANDED,נחתה
94,SN,7171,BRUSSELS AIRLINES,2024-02-12T16:05:00,2024-02-12T16:43:00,A,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,,,LANDED,נחתה
95,UA,9471,UNITED AIRLINES,2024-02-12T16:05:00,2024-02-12T16:43:00,A,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,,,LANDED,נחתה
96,LO,154,LOT POLISH AIRLINES,2024-02-12T16:05:00,2024-02-12T16:48:00,D,WAW,WARSAW,ורשה,WARSAW,פולין,POLAND,3,56-59,C,DEPARTED,המריאה
97,LY,9253,EL AL ISRAEL AIRLINES,2024-02-12T16:05:00,2024-02-12T16:48:00,D,WAW,WARSAW,ורשה,WARSAW,פולין,POLAND,3,56-59,C,DEPARTED,המריאה
98,LY,338,EL AL ISRAEL AIRLINES,2024-02-12T16:50:00,2024-02-12T16:50:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,CANCELED,מבוטלת
99,SK,3150,SAS,2024-02-12T16:50:00,2024-02-12T16:50:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,CANCELED,מבוטלת
100,AR,7879,AEROLINEAS ARGENTINAS S.A.,2024-02-12T16:15:00,2024-02-12T16:52:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,78-99,D,DEPARTED,המריאה
101,LY,358,EL AL ISRAEL AIRLINES,2024-02-12T16:05:00,2024-02-12T16:52:00,A,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,,,LANDED,נחתה
102,LY,383,EL AL ISRAEL AIRLINES,2024-02-12T16:15:00,2024-02-12T16:52:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,78-99,D,DEPARTED,המריאה
103,TP,8900,AIR PORTUGAL,2024-02-12T16:15:00,2024-02-12T16:52:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,78-99,D,DEPARTED,המריאה
104,AM,7856,AERO MEXICO,2024-02-12T17:10:00,2024-02-12T16:56:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,LANDED,נחתה
105,AR,7856,AEROLINEAS ARGENTINAS S.A.,2024-02-12T17:10:00,2024-02-12T16:56:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,LANDED,נחתה
106,B6,6456,JETBLUE AIRWAYS CORPORATION,2024-02-12T17:10:00,2024-02-12T16:56:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,LANDED,נחתה
107,DL,7431,DELTA AIRLINES,2024-02-12T17:10:00,2024-02-12T16:56:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,LANDED,נחתה
108,LY,008,EL AL ISRAEL AIRLINES,2024-02-12T17:10:00,2024-02-12T16:56:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,LANDED,נחתה
109,IZ,414,ARKIA  ISRAELI  AIRLINES,2024-02-12T17:00:00,2024-02-12T16:59:00,A,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,3,,,LANDED,נחתה
110,IZ,821,ARKIA  ISRAELI  AIRLINES,2024-02-12T16:30:00,2024-02-12T17:00:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,G12-G18,G,DEPARTED,המריאה
111,AM,7853,AERO MEXICO,2024-02-12T16:50:00,2024-02-12T17:04:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,78-99,D,DEPARTED,המריאה
112,LY,325,EL AL ISRAEL AIRLINES,2024-02-12T16:50:00,2024-02-12T17:04:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,78-99,D,DEPARTED,המריאה
113,6H,662,ISRAIR AIRLINES,2024-02-12T15:50:00,2024-02-12T17:14:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,LANDED,נחתה
114,LY,363,EL AL ISRAEL AIRLINES,2024-02-12T16:15:00,2024-02-12T17:23:00,D,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,78-99,D,DEPARTED,המריאה
115,AM,7877,AERO MEXICO,2024-02-12T17:15:00,2024-02-12T17:27:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,78-99,D,DEPARTED,המריאה
116,LY,317,EL AL ISRAEL AIRLINES,2024-02-12T17:15:00,2024-02-12T17:27:00,D,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,78-99,D,DEPARTED,המריאה
117,LY,543,EL AL ISRAEL AIRLINES,2024-02-12T17:15:00,2024-02-12T17:30:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,78-99,D,DEPARTED,המריאה
118,LY,083,EL AL ISRAEL AIRLINES,2024-02-12T17:25:00,2024-02-12T17:35:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,78-99,D,DEPARTED,המריאה
119,QF,5018,QANTAS AIRWAYS,2024-02-12T17:25:00,2024-02-12T17:35:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,78-99,D,DEPARTED,המריאה
120,TG,4586,THAI AIRWAYS,2024-02-12T17:25:00,2024-02-12T17:35:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,78-99,D,DEPARTED,המריאה
121,6H,584,ISRAIR AIRLINES,2024-02-12T18:10:00,2024-02-12T17:39:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,,,LANDED,נחתה
122,LY,348,EL AL ISRAEL AIRLINES,2024-02-12T17:35:00,2024-02-12T17:43:00,A,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,,,LANDED,נחתה
123,SK,3188,SAS,2024-02-12T17:35:00,2024-02-12T17:43:00,A,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,,,LANDED,נחתה
124,AA,9266,AMERICAN AIRLINES,2024-02-12T17:50:00,2024-02-12T17:47:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,LANDED,נחתה
125,AM,7859,AERO MEXICO,2024-02-12T17:50:00,2024-02-12T17:47:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,LANDED,נחתה
126,AR,7872,AEROLINEAS ARGENTINAS S.A.,2024-02-12T17:50:00,2024-02-12T17:47:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,LANDED,נחתה
127,IB,2395,IBERIA,2024-02-12T17:50:00,2024-02-12T17:47:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,LANDED,נחתה
128,LY,396,EL AL ISRAEL AIRLINES,2024-02-12T17:50:00,2024-02-12T17:47:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,LANDED,נחתה
129,6H,726,ISRAIR AIRLINES,2024-02-12T17:45:00,2024-02-12T17:52:00,A,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,,,LANDED,נחתה
130,LY,2523,EL AL ISRAEL AIRLINES,2024-02-12T17:45:00,2024-02-12T18:01:00,D,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,78-99,D,DEPARTED,המריאה
131,LY,571,EL AL ISRAEL AIRLINES,2024-02-12T17:50:00,2024-02-12T18:03:00,D,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,78-99,D,DEPARTED,המריאה
132,LY,5109,EL AL ISRAEL AIRLINES,2024-02-12T17:30:00,2024-02-12T18:06:00,D,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,3,78-99,D,DEPARTED,המריאה
133,LH,681,LUFTHANSA,2024-02-12T17:10:00,2024-02-12T18:18:00,D,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,24-33,A,DEPARTED,המריאה
134,SN,7172,BRUSSELS AIRLINES,2024-02-12T17:10:00,2024-02-12T18:18:00,D,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,24-33,A,DEPARTED,המריאה
135,LX,253,SWISS INT`L  AIRLINES,2024-02-12T17:10:00,2024-02-12T18:20:00,D,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,24-33,A,DEPARTED,המריאה
136,LY,312,EL AL ISRAEL AIRLINES,2024-02-12T18:35:00,2024-02-12T18:36:00,A,LTN,LUTON,לונדון לוטון,LONDON LUTON,בריטניה,UNITED KINGDOM,3,,,LANDED,נחתה
137,6H,045,ISRAIR AIRLINES,2024-02-12T17:00:00,2024-02-12T18:48:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,G1-G6,G,DEPARTED,המריאה
138,IZ,822,ARKIA  ISRAELI  AIRLINES,2024-02-12T18:55:00,2024-02-12T18:52:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,,,LANDED,נחתה
139,6H,561,ISRAIR AIRLINES,2024-02-12T18:50:00,2024-02-12T19:11:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,66-69,C,DEPARTED,המריאה
140,AA,9259,AMERICAN AIRLINES,2024-02-12T20:00:00,2024-02-12T19:55:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,LANDED,נחתה
141,AM,7862,AERO MEXICO,2024-02-12T20:00:00,2024-02-12T19:55:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,LANDED,נחתה
142,LY,324,EL AL ISRAEL AIRLINES,2024-02-12T20:00:00,2024-02-12T19:55:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,LANDED,נחתה
143,SK,3160,SAS,2024-02-12T20:00:00,2024-02-12T19:55:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,LANDED,נחתה
144,IZ,827,ARKIA  ISRAELI  AIRLINES,2024-02-12T19:40:00,2024-02-12T19:58:00,D,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,G12-G18,G,DEPARTED,המריאה
145,LY,5133,EL AL ISRAEL AIRLINES,2024-02-12T20:00:00,2024-02-12T20:15:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,78-99,D,DEPARTED,המריאה
146,6H,046,ISRAIR AIRLINES,2024-02-12T19:30:00,2024-02-12T20:43:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,,,LANDED,נחתה
147,LY,087,EL AL ISRAEL AIRLINES,2024-02-12T20:35:00,2024-02-12T20:45:00,D,HKT,PHUKET,פוקט,PHUKET,תאילנד,THAILAND,3,78-99,D,DEPARTED,המריאה
148,LY,5108,EL AL ISRAEL AIRLINES,2024-02-12T20:50:00,2024-02-12T20:57:00,A,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,3,,,LANDED,נחתה
149,LY,081,EL AL ISRAEL AIRLINES,2024-02-12T20:05:00,2024-02-12T20:58:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,78-99,D,DEPARTED,המריאה
150,QF,5020,QANTAS AIRWAYS,2024-02-12T20:05:00,2024-02-12T20:58:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,78-99,D,DEPARTED,המריאה
151,TG,4584,THAI AIRWAYS,2024-02-12T20:05:00,2024-02-12T20:58:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,78-99,D,DEPARTED,המריאה
152,VN,3298,VIETNAM AIRLINES,2024-02-12T20:05:00,2024-02-12T20:58:00,D,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,78-99,D,DEPARTED,המריאה
153,LY,612,EL AL ISRAEL AIRLINES,2024-02-12T20:55:00,2024-02-12T21:08:00,A,DME,MOSCOW-DOMODEDOVO,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,,,LANDED,נחתה
154,S7,4483,SIBERIA AIRLINES,2024-02-12T20:55:00,2024-02-12T21:08:00,A,DME,MOSCOW-DOMODEDOVO,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,,,LANDED,נחתה
155,LY,974,EL AL ISRAEL AIRLINES,2024-02-12T21:45:00,2024-02-12T21:31:00,A,DXB,DUBAI,דובאי,DUBAI,איחוד האמירויות הערב,UNITED ARAB EMIRATES,3,,,LANDED,נחתה
156,IZ,828,ARKIA  ISRAELI  AIRLINES,2024-02-12T21:45:00,2024-02-12T21:38:00,A,ETM,RAMON,אילת - רמון,RAMON,ישראל,ISRAEL,3,,,LANDED,נחתה
157,6H,844,ISRAIR AIRLINES,2024-02-12T22:25:00,2024-02-12T22:23:00,A,RMO,CHISINAU,קישינב,CHISINAU,מולדוביה,MOLDOVA,3,,,LANDED,נחתה
158,LY,544,EL AL ISRAEL AIRLINES,2024-02-12T22:25:00,2024-02-12T22:35:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,LANDED,נחתה
159,LY,084,EL AL ISRAEL AIRLINES,2024-02-12T22:50:00,2024-02-12T22:44:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,LANDED,נחתה
160,QF,5019,QANTAS AIRWAYS,2024-02-12T22:50:00,2024-02-12T22:44:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,LANDED,נחתה
161,TG,4585,THAI AIRWAYS,2024-02-12T22:50:00,2024-02-12T22:44:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,LANDED,נחתה
162,VN,3295,VIETNAM AIRLINES,2024-02-12T22:50:00,2024-02-12T22:44:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,LANDED,נחתה
163,LY,5134,EL AL ISRAEL AIRLINES,2024-02-12T23:10:00,2024-02-12T22:57:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,,,LANDED,נחתה
164,AA,9260,AMERICAN AIRLINES,2024-02-12T21:05:00,2024-02-12T23:08:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,LANDED,נחתה
165,LY,316,EL AL ISRAEL AIRLINES,2024-02-12T21:05:00,2024-02-12T23:08:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,LANDED,נחתה
166,LY,5102,EL AL ISRAEL AIRLINES,2024-02-12T23:10:00,2024-02-12T23:21:00,A,WAW,WARSAW,ורשה,WARSAW,פולין,POLAND,3,,,LANDED,נחתה
167,6H,562,ISRAIR AIRLINES,2024-02-13T00:05:00,2024-02-13T00:08:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,LANDED,נחתה
168,LY,572,EL AL ISRAEL AIRLINES,2024-02-13T00:20:00,2024-02-13T00:09:00,A,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,,,LANDED,נחתה
169,LY,5110,EL AL ISRAEL AIRLINES,2024-02-12T23:50:00,2024-02-13T00:13:00,A,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,3,,,LANDED,נחתה
170,LY,614,EL AL ISRAEL AIRLINES,2024-02-13T00:20:00,2024-02-13T00:37:00,A,DME,MOSCOW-DOMODEDOVO,מוסקבה,MOSCOW,רוסיה,RUSSIAN FEDERATION,3,,,LANDED,נחתה
171,AA,387,AMERICAN AIRLINES,2024-02-13T00:35:00,2024-02-13T00:49:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,LANDED,נחתה
172,AR,7874,AEROLINEAS ARGENTINAS S.A.,2024-02-13T00:35:00,2024-02-13T00:49:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,LANDED,נחתה
173,LY,384,EL AL ISRAEL AIRLINES,2024-02-13T00:35:00,2024-02-13T00:49:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,LANDED,נחתה
174,SK,3166,SAS,2024-02-13T00:35:00,2024-02-13T00:49:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,LANDED,נחתה
175,TP,8897,AIR PORTUGAL,2024-02-13T00:35:00,2024-02-13T00:49:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,LANDED,נחתה
176,IZ,639,ARKIA  ISRAELI  AIRLINES,2024-02-13T00:30:00,2024-02-13T00:52:00,D,SEZ,MAHE SEYCHELLES INTL,מאהה,MAHE SEYCHELLES,איי סיישל,SEYCHELLES,3,63-68,C,DEPARTED,המריאה
177,ET,404,ETHIOPIAN AIRLINES,2024-02-13T01:05:00,2024-02-13T00:54:00,A,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,,,LANDED,נחתה
178,LY,8804,EL AL ISRAEL AIRLINES,2024-02-13T01:05:00,2024-02-13T00:54:00,A,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,,,LANDED,נחתה
179,LY,364,EL AL ISRAEL AIRLINES,2024-02-13T00:35:00,2024-02-13T01:00:00,A,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,,,LANDED,נחתה
180,LY,388,EL AL ISRAEL AIRLINES,2024-02-13T00:55:00,2024-02-13T01:07:00,A,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,LANDED,נחתה
181,SK,3180,SAS,2024-02-13T00:55:00,2024-02-13T01:07:00,A,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,LANDED,נחתה
182,TP,8901,AIR PORTUGAL,2024-02-13T00:55:00,2024-02-13T01:07:00,A,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,LANDED,נחתה
183,AM,7869,AERO MEXICO,2024-02-13T00:45:00,2024-02-13T01:10:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,DEPARTED,המריאה
184,AR,7853,AEROLINEAS ARGENTINAS S.A.,2024-02-13T00:45:00,2024-02-13T01:10:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,DEPARTED,המריאה
185,B6,6451,JETBLUE AIRWAYS CORPORATION,2024-02-13T00:45:00,2024-02-13T01:10:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,DEPARTED,המריאה
186,DL,7424,DELTA AIRLINES,2024-02-13T00:45:00,2024-02-13T01:10:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,DEPARTED,המריאה
187,LY,001,EL AL ISRAEL AIRLINES,2024-02-13T00:45:00,2024-02-13T01:10:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,DEPARTED,המריאה
188,B6,6465,JETBLUE AIRWAYS CORPORATION,2024-02-13T01:05:00,2024-02-13T01:25:00,D,BOS,BOSTON-LOGAN INT,בוסטון,BOSTON,ארצות הברית,UNITED STATES,3,78-99,D,DEPARTED,המריאה
189,DL,7435,DELTA AIRLINES,2024-02-13T01:05:00,2024-02-13T01:25:00,D,BOS,BOSTON-LOGAN INT,בוסטון,BOSTON,ארצות הברית,UNITED STATES,3,78-99,D,DEPARTED,המריאה
190,LY,015,EL AL ISRAEL AIRLINES,2024-02-13T01:05:00,2024-02-13T01:25:00,D,BOS,BOSTON-LOGAN INT,בוסטון,BOSTON,ארצות הברית,UNITED STATES,3,78-99,D,DEPARTED,המריאה
191,AM,7875,AERO MEXICO,2024-02-13T00:45:00,2024-02-13T01:28:00,D,LAX,LOS ANGELES,לוס אנג'לס,LOS ANGELES,ארצות הברית,UNITED STATES,3,78-99,D,DEPARTED,המריאה
192,B6,6461,JETBLUE AIRWAYS CORPORATION,2024-02-13T00:45:00,2024-02-13T01:28:00,D,LAX,LOS ANGELES,לוס אנג'לס,LOS ANGELES,ארצות הברית,UNITED STATES,3,78-99,D,DEPARTED,המריאה
193,DL,7428,DELTA AIRLINES,2024-02-13T00:45:00,2024-02-13T01:28:00,D,LAX,LOS ANGELES,לוס אנג'לס,LOS ANGELES,ארצות הברית,UNITED STATES,3,78-99,D,DEPARTED,המריאה
194,LY,005,EL AL ISRAEL AIRLINES,2024-02-13T00:45:00,2024-02-13T01:28:00,D,LAX,LOS ANGELES,לוס אנג'לס,LOS ANGELES,ארצות הברית,UNITED STATES,3,78-99,D,DEPARTED,המריאה
195,AR,7851,AEROLINEAS ARGENTINAS S.A.,2024-02-13T01:00:00,2024-02-13T01:34:00,D,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,78-99,D,DEPARTED,המריאה
196,B6,6467,JETBLUE AIRWAYS CORPORATION,2024-02-13T01:00:00,2024-02-13T01:34:00,D,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,78-99,D,DEPARTED,המריאה
